Year,Month,Start Time,Visitor,VisitorPTS,Home,HomePTS,Box Score,OT?,Attend,Notes,Total Points,Winner
2005,november,8:00p,Houston Rockets,79,Detroit Pistons,87,Box Score,,22076,,166,Detroit Pistons
2005,november,8:30p,Sacramento Kings,98,Dallas Mavericks,107,Box Score,,20041,,205,Dallas Mavericks
2005,november,10:30p,Denver Nuggets,78,Los Angeles Lakers,89,Box Score,,18997,,167,Los Angeles Lakers
2005,november,7:00p,Indiana Pacers,109,Cleveland Cavaliers,104,Box Score,2OT,19730,,213,Indiana Pacers
2005,november,7:00p,Milwaukee Bucks,92,Orlando Magic,93,Box Score,,15138,,185,Orlando Magic
2005,november,7:00p,Houston Rockets,88,Toronto Raptors,95,Box Score,,19800,,183,Toronto Raptors
2005,november,7:30p,Philadelphia 76ers,98,Boston Celtics,95,Box Score,,18624,,193,Philadelphia 76ers
2005,november,8:00p,Washington Wizards,103,Memphis Grizzlies,91,Box Score,,18119,,194,Washington Wizards
2005,november,8:00p,New York Knicks,93,Minnesota Timberwolves,99,Box Score,,17295,,192,Minnesota Timberwolves
2005,november,8:00p,Miami Heat,100,New Jersey Nets,77,Box Score,,17260,,177,Miami Heat
2005,november,8:00p,Dallas Mavericks,106,New Orleans Hornets,91,Box Score,,17682,,197,Dallas Mavericks
2005,november,8:30p,Sacramento Kings,85,San Antonio Spurs,101,Box Score,,18797,,186,San Antonio Spurs
2005,november,9:00p,Atlanta Hawks,82,Phoenix Suns,112,Box Score,,18422,,194,Phoenix Suns
2005,november,10:30p,Portland Trail Blazers,78,Golden State Warriors,75,Box Score,,15351,,153,Portland Trail Blazers
2005,november,10:30p,Seattle SuperSonics,84,Los Angeles Clippers,114,Box Score,,13371,,198,Los Angeles Clippers
2005,november,10:30p,Los Angeles Lakers,78,Utah Jazz,104,Box Score,,19911,,182,Utah Jazz
2005,november,7:00p,Washington Wizards,103,Charlotte Bobcats,96,Box Score,,23319,,199,Washington Wizards
2005,november,8:00p,Cleveland Cavaliers,86,Miami Heat,92,Box Score,,20235,,178,Miami Heat
2005,november,10:30p,Minnesota Timberwolves,92,Denver Nuggets,94,Box Score,OT,19099,,186,Denver Nuggets
2005,november,7:00p,Phoenix Suns,108,Philadelphia 76ers,98,Box Score,,19385,,206,Phoenix Suns
2005,november,7:00p,Detroit Pistons,89,Toronto Raptors,101,Box Score,,15284,,190,Toronto Raptors
2005,november,7:30p,Indiana Pacers,100,Boston Celtics,94,Box Score,,13702,,194,Indiana Pacers
2005,november,8:00p,Houston Rockets,89,Memphis Grizzlies,81,Box Score,,18119,,170,Houston Rockets
2005,november,8:00p,Orlando Magic,90,New Orleans Hornets,89,Box Score,,14218,,179,Orlando Magic
2005,november,8:30p,New Jersey Nets,111,Chicago Bulls,106,Box Score,2OT,20117,,217,New Jersey Nets
2005,november,10:00p,Los Angeles Clippers,81,Portland Trail Blazers,94,Box Score,,19818,,175,Portland Trail Blazers
2005,november,10:30p,Utah Jazz,102,Golden State Warriors,80,Box Score,,15668,,182,Utah Jazz
2005,november,10:30p,San Antonio Spurs,105,Los Angeles Lakers,96,Box Score,,18997,,201,San Antonio Spurs
2005,november,10:30p,Atlanta Hawks,85,Seattle SuperSonics,106,Box Score,,16103,,191,Seattle SuperSonics
2005,november,7:00p,Orlando Magic,100,Charlotte Bobcats,111,Box Score,,20873,,211,Charlotte Bobcats
2005,november,7:00p,Miami Heat,118,Washington Wizards,106,Box Score,,19859,,224,Miami Heat
2005,november,7:30p,Philadelphia 76ers,91,Detroit Pistons,99,Box Score,,22076,,190,Detroit Pistons
2005,november,7:30p,Boston Celtics,107,New York Knicks,73,Box Score,,19763,,180,Boston Celtics
2005,november,8:00p,Chicago Bulls,90,Indiana Pacers,100,Box Score,,18022,,190,Indiana Pacers
2005,november,8:00p,New Orleans Hornets,92,Minnesota Timberwolves,99,Box Score,,15812,,191,Minnesota Timberwolves
2005,november,8:00p,Phoenix Suns,112,New Jersey Nets,80,Box Score,,13254,,192,Phoenix Suns
2005,november,8:30p,Memphis Grizzlies,88,Dallas Mavericks,112,Box Score,,19796,,200,Dallas Mavericks
2005,november,8:30p,Sacramento Kings,101,Houston Rockets,104,Box Score,OT,18003,,205,Houston Rockets
2005,november,8:30p,Cleveland Cavaliers,88,Milwaukee Bucks,102,Box Score,,17863,,190,Milwaukee Bucks
2005,november,9:00p,Utah Jazz,106,Denver Nuggets,82,Box Score,,19099,,188,Utah Jazz
2005,november,10:30p,Los Angeles Clippers,94,Golden State Warriors,86,Box Score,,16385,,180,Los Angeles Clippers
2005,november,12:30p,Portland Trail Blazers,97,Toronto Raptors,101,Box Score,,13863,,198,Toronto Raptors
2005,november,8:00p,San Antonio Spurs,94,Seattle SuperSonics,113,Box Score,,15851,,207,Seattle SuperSonics
2005,november,9:30p,Atlanta Hawks,90,Los Angeles Lakers,106,Box Score,,18997,,196,Los Angeles Lakers
2005,november,8:30p,Golden State Warriors,98,Dallas Mavericks,101,Box Score,OT,19527,,199,Dallas Mavericks
2005,november,9:00p,Denver Nuggets,91,Utah Jazz,102,Box Score,,18667,,193,Utah Jazz
2005,november,10:30p,Detroit Pistons,99,Los Angeles Clippers,96,Box Score,2OT,15866,,195,Detroit Pistons
2005,november,7:00p,Dallas Mavericks,84,Orlando Magic,94,Box Score,,13155,,178,Orlando Magic
2005,november,7:30p,Cleveland Cavaliers,93,Atlanta Hawks,79,Box Score,,19624,,172,Cleveland Cavaliers
2005,november,7:30p,Washington Wizards,93,Miami Heat,103,Box Score,,18465,,196,Miami Heat
2005,november,7:30p,Portland Trail Blazers,60,New Jersey Nets,64,Box Score,,13621,,124,New Jersey Nets
2005,november,7:30p,Philadelphia 76ers,88,New York Knicks,96,Box Score,,19001,,184,New York Knicks
2005,november,8:00p,Indiana Pacers,102,Minnesota Timberwolves,101,Box Score,,15409,,203,Indiana Pacers
2005,november,8:00p,Los Angeles Lakers,106,New Orleans Hornets,98,Box Score,,17202,,204,Los Angeles Lakers
2005,november,8:30p,Phoenix Suns,94,Chicago Bulls,74,Box Score,,17595,,168,Phoenix Suns
2005,november,8:30p,Memphis Grizzlies,87,Houston Rockets,90,Box Score,,11568,,177,Houston Rockets
2005,november,9:00p,Seattle SuperSonics,108,Denver Nuggets,88,Box Score,,12962,,196,Seattle SuperSonics
2005,november,10:00p,Toronto Raptors,92,Sacramento Kings,108,Box Score,,17317,,200,Sacramento Kings
2005,november,7:00p,Portland Trail Blazers,88,Boston Celtics,90,Box Score,,13341,,178,Boston Celtics
2005,november,7:00p,Los Angeles Clippers,102,Indiana Pacers,68,Box Score,,14657,,170,Los Angeles Clippers
2005,november,7:00p,New Jersey Nets,100,Philadelphia 76ers,108,Box Score,OT,15678,,208,Philadelphia 76ers
2005,november,7:00p,Orlando Magic,96,Washington Wizards,106,Box Score,,15042,,202,Washington Wizards
2005,november,8:00p,Phoenix Suns,109,Cleveland Cavaliers,114,Box Score,OT,15190,,223,Cleveland Cavaliers
2005,november,8:00p,Los Angeles Lakers,87,Memphis Grizzlies,110,Box Score,,18119,,197,Memphis Grizzlies
2005,november,8:00p,Charlotte Bobcats,100,Milwaukee Bucks,102,Box Score,,17029,,202,Milwaukee Bucks
2005,november,8:30p,Golden State Warriors,71,San Antonio Spurs,91,Box Score,,16826,,162,San Antonio Spurs
2005,november,9:00p,Toronto Raptors,104,Utah Jazz,95,Box Score,,19683,,199,Toronto Raptors
2005,november,10:30p,Sacramento Kings,78,Seattle SuperSonics,108,Box Score,,14355,,186,Seattle SuperSonics
2005,november,8:00p,Dallas Mavericks,113,Miami Heat,93,Box Score,,19985,,206,Dallas Mavericks
2005,november,8:30p,Minnesota Timberwolves,96,Houston Rockets,91,Box Score,,15566,,187,Minnesota Timberwolves
2005,november,10:30p,Detroit Pistons,109,Denver Nuggets,117,Box Score,,18711,,226,Denver Nuggets
2005,november,7:00p,Los Angeles Lakers,113,Orlando Magic,122,Box Score,,17283,,235,Orlando Magic
2005,november,7:00p,Indiana Pacers,104,Philadelphia 76ers,106,Box Score,OT,15729,,210,Philadelphia 76ers
2005,november,7:30p,Charlotte Bobcats,74,Boston Celtics,91,Box Score,,14012,,165,Boston Celtics
2005,november,7:30p,Los Angeles Clippers,96,New York Knicks,110,Box Score,,19763,,206,New York Knicks
2005,november,8:00p,Golden State Warriors,67,Memphis Grizzlies,96,Box Score,,17086,,163,Memphis Grizzlies
2005,november,8:00p,Atlanta Hawks,96,New Orleans Hornets,95,Box Score,,12069,,191,Atlanta Hawks
2005,november,8:00p,Miami Heat,84,San Antonio Spurs,93,Box Score,,18797,,177,San Antonio Spurs
2005,november,10:30p,Toronto Raptors,87,Seattle SuperSonics,88,Box Score,,15702,,175,Seattle SuperSonics
2005,november,1:00p,Washington Wizards,74,Cleveland Cavaliers,105,Box Score,,16105,,179,Cleveland Cavaliers
2005,november,1:00p,Dallas Mavericks,94,New Jersey Nets,78,Box Score,,12975,,172,Dallas Mavericks
2005,november,7:00p,San Antonio Spurs,103,Atlanta Hawks,88,Box Score,,11326,,191,San Antonio Spurs
2005,november,7:00p,Golden State Warriors,103,Charlotte Bobcats,87,Box Score,,12376,,190,Golden State Warriors
2005,november,8:00p,New York Knicks,97,Indiana Pacers,103,Box Score,,17548,,200,Indiana Pacers
2005,november,8:30p,Los Angeles Clippers,97,Chicago Bulls,96,Box Score,,21764,,193,Los Angeles Clippers
2005,november,8:30p,Los Angeles Lakers,84,Houston Rockets,79,Box Score,,18181,,163,Los Angeles Lakers
2005,november,8:30p,New Orleans Hornets,91,Milwaukee Bucks,94,Box Score,,16333,,185,Milwaukee Bucks
2005,november,9:00p,Sacramento Kings,113,Phoenix Suns,111,Box Score,,18422,,224,Sacramento Kings
2005,november,9:00p,Detroit Pistons,93,Utah Jazz,108,Box Score,,19911,,201,Utah Jazz
2005,november,10:00p,Toronto Raptors,102,Portland Trail Blazers,105,Box Score,,16362,,207,Portland Trail Blazers
2005,november,1:00p,Dallas Mavericks,122,Washington Wizards,113,Box Score,,15420,,235,Dallas Mavericks
2005,november,2:00p,Orlando Magic,87,Philadelphia 76ers,96,Box Score,,17457,,183,Philadelphia 76ers
2005,november,6:00p,Milwaukee Bucks,110,Miami Heat,112,Box Score,2OT,18984,,222,Miami Heat
2005,november,8:00p,Memphis Grizzlies,113,Seattle SuperSonics,118,Box Score,,12302,,231,Seattle SuperSonics
2005,november,9:00p,Denver Nuggets,89,Sacramento Kings,101,Box Score,,17317,,190,Sacramento Kings
2005,november,7:00p,Golden State Warriors,88,Cleveland Cavaliers,99,Box Score,,20562,,187,Cleveland Cavaliers
2005,november,7:30p,Houston Rockets,80,New Jersey Nets,69,Box Score,,13942,,149,Houston Rockets
2005,november,7:00p,Utah Jazz,107,Charlotte Bobcats,105,Box Score,,10412,,212,Utah Jazz
2005,november,7:00p,Seattle SuperSonics,103,Philadelphia 76ers,95,Box Score,,15589,,198,Seattle SuperSonics
2005,november,7:30p,Houston Rockets,84,Atlanta Hawks,88,Box Score,,16595,,172,Atlanta Hawks
2005,november,8:00p,Miami Heat,97,Minnesota Timberwolves,108,Box Score,,17347,,205,Minnesota Timberwolves
2005,november,8:30p,Phoenix Suns,107,Dallas Mavericks,101,Box Score,,20238,,208,Phoenix Suns
2005,november,8:30p,New York Knicks,81,San Antonio Spurs,99,Box Score,,17705,,180,San Antonio Spurs
2005,november,10:00p,Chicago Bulls,106,Sacramento Kings,113,Box Score,,17317,,219,Sacramento Kings
2005,november,10:30p,Toronto Raptors,89,Los Angeles Clippers,101,Box Score,,14985,,190,Los Angeles Clippers
2005,november,7:00p,Atlanta Hawks,86,Indiana Pacers,93,Box Score,,14632,,179,Indiana Pacers
2005,november,7:00p,Utah Jazz,92,Orlando Magic,107,Box Score,,13386,,199,Orlando Magic
2005,november,7:00p,Boston Celtics,105,Washington Wizards,110,Box Score,OT,14613,,215,Washington Wizards
2005,november,7:30p,Minnesota Timberwolves,85,Detroit Pistons,93,Box Score,,22076,,178,Detroit Pistons
2005,november,7:30p,Seattle SuperSonics,79,New Jersey Nets,68,Box Score,,12127,,147,Seattle SuperSonics
2005,november,8:00p,Phoenix Suns,95,New Orleans Hornets,84,Box Score,,11359,,179,Phoenix Suns
2005,november,9:00p,Toronto Raptors,106,Denver Nuggets,112,Box Score,,14818,,218,Denver Nuggets
2005,november,9:00p,Miami Heat,113,Milwaukee Bucks,106,Box Score,,15891,,219,Miami Heat
2005,november,10:00p,Memphis Grizzlies,101,Portland Trail Blazers,82,Box Score,,14176,,183,Memphis Grizzlies
2005,november,10:30p,Chicago Bulls,85,Golden State Warriors,98,Box Score,,14866,,183,Golden State Warriors
2005,november,10:30p,Los Angeles Clippers,89,Los Angeles Lakers,103,Box Score,,18997,,192,Los Angeles Lakers
2005,november,7:00p,Cleveland Cavaliers,106,Charlotte Bobcats,89,Box Score,,14706,,195,Cleveland Cavaliers
2005,november,7:00p,San Antonio Spurs,88,Philadelphia 76ers,80,Box Score,,16446,,168,San Antonio Spurs
2005,november,9:30p,New York Knicks,93,Houston Rockets,92,Box Score,,11939,,185,New York Knicks
2005,november,7:00p,Seattle SuperSonics,101,Toronto Raptors,94,Box Score,,16886,,195,Seattle SuperSonics
2005,november,7:30p,San Antonio Spurs,92,Boston Celtics,84,Box Score,,15586,,176,San Antonio Spurs
2005,november,7:30p,Utah Jazz,105,Miami Heat,107,Box Score,OT,19735,,212,Miami Heat
2005,november,8:00p,Indiana Pacers,97,Detroit Pistons,82,Box Score,,22076,,179,Indiana Pacers
2005,november,8:30p,New York Knicks,101,Dallas Mavericks,103,Box Score,,19658,,204,Dallas Mavericks
2005,november,9:00p,Chicago Bulls,81,Denver Nuggets,99,Box Score,,17171,,180,Denver Nuggets
2005,november,9:00p,Los Angeles Lakers,102,Phoenix Suns,107,Box Score,,18422,,209,Phoenix Suns
2005,november,10:00p,Milwaukee Bucks,98,Portland Trail Blazers,110,Box Score,,15375,,208,Portland Trail Blazers
2005,november,10:30p,Memphis Grizzlies,105,Sacramento Kings,107,Box Score,,17317,,212,Sacramento Kings
2005,november,3:30p,Houston Rockets,91,Los Angeles Clippers,86,Box Score,OT,18255,,177,Houston Rockets
2005,november,7:00p,Utah Jazz,92,Atlanta Hawks,79,Box Score,,11986,,171,Utah Jazz
2005,november,7:30p,Charlotte Bobcats,84,Cleveland Cavaliers,100,Box Score,,18045,,184,Cleveland Cavaliers
2005,november,8:00p,Orlando Magic,86,Indiana Pacers,83,Box Score,,17317,,169,Orlando Magic
2005,november,8:00p,Washington Wizards,97,New Jersey Nets,86,Box Score,,14365,,183,Washington Wizards
2005,november,8:00p,Minnesota Timberwolves,99,New Orleans Hornets,94,Box Score,,15632,,193,Minnesota Timberwolves
2005,november,10:30p,Memphis Grizzlies,100,Golden State Warriors,87,Box Score,,16164,,187,Memphis Grizzlies
2005,november,1:00p,San Antonio Spurs,91,Toronto Raptors,96,Box Score,,17264,,187,Toronto Raptors
2005,november,3:30p,Phoenix Suns,122,Los Angeles Clippers,111,Box Score,,17077,,233,Phoenix Suns
2005,november,6:00p,Seattle SuperSonics,83,Boston Celtics,102,Box Score,,15410,,185,Boston Celtics
2005,november,6:00p,Charlotte Bobcats,116,Detroit Pistons,117,Box Score,2OT,22076,,233,Detroit Pistons
2005,november,6:00p,Philadelphia 76ers,83,Miami Heat,93,Box Score,,19600,,176,Miami Heat
2005,november,7:30p,Cleveland Cavaliers,88,New York Knicks,98,Box Score,,19763,,186,New York Knicks
2005,november,8:00p,Houston Rockets,97,Portland Trail Blazers,93,Box Score,,18025,,190,Houston Rockets
2005,november,9:00p,Dallas Mavericks,82,Denver Nuggets,110,Box Score,,15622,,192,Denver Nuggets
2005,november,9:00p,Milwaukee Bucks,79,Sacramento Kings,88,Box Score,,17317,,167,Sacramento Kings
2005,november,9:30p,Chicago Bulls,93,Los Angeles Lakers,102,Box Score,,18997,,195,Los Angeles Lakers
2005,november,8:00p,San Antonio Spurs,90,Memphis Grizzlies,93,Box Score,,16127,,183,Memphis Grizzlies
2005,november,8:30p,Minnesota Timberwolves,83,Dallas Mavericks,82,Box Score,,19939,,165,Minnesota Timberwolves
2005,november,9:00p,Chicago Bulls,82,Phoenix Suns,100,Box Score,,15285,,182,Phoenix Suns
2005,november,9:00p,New Orleans Hornets,76,Utah Jazz,75,Box Score,,19911,,151,New Orleans Hornets
2005,november,7:00p,Detroit Pistons,89,Charlotte Bobcats,91,Box Score,,13394,,180,Charlotte Bobcats
2005,november,7:00p,Boston Celtics,96,Indiana Pacers,106,Box Score,,17135,,202,Indiana Pacers
2005,november,7:00p,Toronto Raptors,86,Washington Wizards,102,Box Score,,14541,,188,Washington Wizards
2005,november,7:30p,Portland Trail Blazers,99,Miami Heat,87,Box Score,,19065,,186,Portland Trail Blazers
2005,november,7:30p,Atlanta Hawks,88,New York Knicks,104,Box Score,,17952,,192,New York Knicks
2005,november,8:00p,Seattle SuperSonics,103,Minnesota Timberwolves,92,Box Score,,16129,,195,Seattle SuperSonics
2005,november,9:00p,New Jersey Nets,88,Denver Nuggets,90,Box Score,,13448,,178,Denver Nuggets
2005,november,10:00p,Houston Rockets,96,Sacramento Kings,102,Box Score,,17317,,198,Sacramento Kings
2005,november,10:30p,New Orleans Hornets,109,Golden State Warriors,115,Box Score,3OT,15362,,224,Golden State Warriors
2005,november,10:30p,Milwaukee Bucks,96,Los Angeles Lakers,100,Box Score,,18215,,196,Los Angeles Lakers
2005,november,7:00p,Detroit Pistons,76,Cleveland Cavaliers,92,Box Score,,19192,,168,Cleveland Cavaliers
2005,november,7:00p,Portland Trail Blazers,89,Orlando Magic,83,Box Score,,13438,,172,Portland Trail Blazers
2005,november,7:00p,Boston Celtics,97,Philadelphia 76ers,110,Box Score,,14901,,207,Philadelphia 76ers
2005,november,7:00p,New York Knicks,91,Toronto Raptors,114,Box Score,,18192,,205,Toronto Raptors
2005,november,7:30p,Miami Heat,99,Atlanta Hawks,93,Box Score,,14590,,192,Miami Heat
2005,november,8:00p,Seattle SuperSonics,93,Memphis Grizzlies,84,Box Score,,15542,,177,Seattle SuperSonics
2005,november,8:30p,Dallas Mavericks,80,San Antonio Spurs,94,Box Score,,18797,,174,San Antonio Spurs
2005,november,9:00p,Milwaukee Bucks,104,Phoenix Suns,111,Box Score,,15088,,215,Phoenix Suns
2005,november,9:00p,Chicago Bulls,101,Utah Jazz,99,Box Score,,18563,,200,Chicago Bulls
2005,november,8:00p,Minnesota Timberwolves,102,Indiana Pacers,106,Box Score,,17149,,208,Indiana Pacers
2005,november,10:30p,New Jersey Nets,88,Los Angeles Clippers,101,Box Score,,12629,,189,Los Angeles Clippers
2005,november,1:00p,Portland Trail Blazers,83,Dallas Mavericks,92,Box Score,,20179,,175,Dallas Mavericks
2005,november,1:00p,Washington Wizards,114,Philadelphia 76ers,116,Box Score,OT,17516,,230,Philadelphia 76ers
2005,november,7:30p,Orlando Magic,117,Atlanta Hawks,99,Box Score,,10947,,216,Orlando Magic
2005,november,7:30p,Cleveland Cavaliers,98,Boston Celtics,96,Box Score,,18624,,194,Cleveland Cavaliers
2005,november,8:00p,Miami Heat,77,Detroit Pistons,78,Box Score,,22076,,155,Detroit Pistons
2005,november,8:00p,Charlotte Bobcats,77,Indiana Pacers,82,Box Score,,17441,,159,Indiana Pacers
2005,november,8:00p,Memphis Grizzlies,90,Minnesota Timberwolves,115,Box Score,,17985,,205,Minnesota Timberwolves
2005,november,9:00p,San Antonio Spurs,89,Denver Nuggets,75,Box Score,,19099,,164,San Antonio Spurs
2005,november,9:00p,New Orleans Hornets,86,Phoenix Suns,95,Box Score,,17986,,181,Phoenix Suns
2005,november,9:00p,Houston Rockets,80,Utah Jazz,90,Box Score,,19519,,170,Utah Jazz
2005,november,10:30p,Los Angeles Clippers,98,Golden State Warriors,87,Box Score,,16564,,185,Los Angeles Clippers
2005,november,10:30p,Sacramento Kings,109,Los Angeles Lakers,106,Box Score,,18997,,215,Sacramento Kings
2005,november,10:30p,New Jersey Nets,79,Seattle SuperSonics,92,Box Score,,17072,,171,Seattle SuperSonics
2005,november,1:00p,Toronto Raptors,102,New York Knicks,108,Box Score,,19763,,210,New York Knicks
2005,november,7:00p,Atlanta Hawks,92,Charlotte Bobcats,107,Box Score,,13695,,199,Charlotte Bobcats
2005,november,7:00p,Philadelphia 76ers,99,Orlando Magic,105,Box Score,,16889,,204,Orlando Magic
2005,november,7:30p,Chicago Bulls,74,Cleveland Cavaliers,96,Box Score,,19763,,170,Cleveland Cavaliers
2005,november,8:00p,Dallas Mavericks,98,Memphis Grizzlies,85,Box Score,,18119,,183,Dallas Mavericks
2005,november,8:30p,Denver Nuggets,82,Houston Rockets,76,Box Score,,18145,,158,Denver Nuggets
2005,november,8:30p,Utah Jazz,76,San Antonio Spurs,109,Box Score,,17543,,185,San Antonio Spurs
2005,november,9:00p,Detroit Pistons,90,Milwaukee Bucks,96,Box Score,,16824,,186,Milwaukee Bucks
2005,november,3:00p,Washington Wizards,114,Toronto Raptors,109,Box Score,OT,16121,,223,Washington Wizards
2005,november,3:30p,Golden State Warriors,91,Los Angeles Clippers,103,Box Score,,14567,,194,Los Angeles Clippers
2005,november,6:00p,Boston Celtics,104,Miami Heat,106,Box Score,,19600,,210,Miami Heat
2005,november,6:00p,New Jersey Nets,71,Portland Trail Blazers,83,Box Score,,14263,,154,Portland Trail Blazers
2005,november,9:00p,Minnesota Timberwolves,121,Sacramento Kings,110,Box Score,,17317,,231,Minnesota Timberwolves
2005,november,9:00p,Indiana Pacers,95,Seattle SuperSonics,103,Box Score,,14808,,198,Seattle SuperSonics
2005,november,9:30p,New Orleans Hornets,76,Los Angeles Lakers,89,Box Score,,18997,,165,Los Angeles Lakers
2005,november,7:00p,Boston Celtics,117,Orlando Magic,101,Box Score,,12124,,218,Boston Celtics
2005,november,9:00p,New Orleans Hornets,67,Denver Nuggets,76,Box Score,,13119,,143,Denver Nuggets
2005,november,10:30p,Cleveland Cavaliers,82,Los Angeles Clippers,94,Box Score,,16465,,176,Los Angeles Clippers
2005,november,7:30p,New York Knicks,110,Atlanta Hawks,109,Box Score,OT,10879,,219,New York Knicks
2005,november,7:30p,Toronto Raptors,94,Miami Heat,92,Box Score,,18993,,186,Toronto Raptors
2005,november,7:30p,Charlotte Bobcats,86,New Jersey Nets,99,Box Score,,11921,,185,New Jersey Nets
2005,november,8:00p,Sacramento Kings,98,Memphis Grizzlies,93,Box Score,,14192,,191,Sacramento Kings
2005,november,8:00p,Los Angeles Lakers,95,Milwaukee Bucks,90,Box Score,,14975,,185,Los Angeles Lakers
2005,november,8:30p,San Antonio Spurs,107,Dallas Mavericks,89,Box Score,,19455,,196,San Antonio Spurs
2005,november,8:30p,Detroit Pistons,93,Houston Rockets,72,Box Score,,15330,,165,Detroit Pistons
2005,november,9:00p,Phoenix Suns,115,Utah Jazz,102,Box Score,,17336,,217,Phoenix Suns
2005,november,10:00p,Seattle SuperSonics,94,Portland Trail Blazers,100,Box Score,,15128,,194,Portland Trail Blazers
2005,december,7:00p,Milwaukee Bucks,100,Boston Celtics,101,Box Score,,13180,,201,Boston Celtics
2005,december,7:00p,Toronto Raptors,108,Orlando Magic,129,Box Score,,12175,,237,Orlando Magic
2005,december,7:00p,New Jersey Nets,68,Washington Wizards,95,Box Score,,15805,,163,Washington Wizards
2005,december,7:30p,Memphis Grizzlies,82,New York Knicks,90,Box Score,,17858,,172,New York Knicks
2005,december,8:00p,Sacramento Kings,94,New Orleans Hornets,81,Box Score,,12133,,175,Sacramento Kings
2005,december,8:30p,Los Angeles Lakers,84,Chicago Bulls,92,Box Score,,18524,,176,Chicago Bulls
2005,december,8:30p,Philadelphia 76ers,72,San Antonio Spurs,105,Box Score,,17566,,177,San Antonio Spurs
2005,december,9:00p,Cleveland Cavaliers,101,Phoenix Suns,120,Box Score,,14795,,221,Phoenix Suns
2005,december,10:00p,Utah Jazz,119,Seattle SuperSonics,129,Box Score,OT,16066,,248,Seattle SuperSonics
2005,december,10:30p,Minnesota Timberwolves,107,Golden State Warriors,99,Box Score,,15706,,206,Minnesota Timberwolves
2005,december,10:30p,Indiana Pacers,76,Los Angeles Clippers,88,Box Score,,13587,,164,Los Angeles Clippers
2005,december,8:00p,Houston Rockets,106,Dallas Mavericks,113,Box Score,OT,19524,,219,Dallas Mavericks
2005,december,10:30p,Cleveland Cavaliers,92,Denver Nuggets,73,Box Score,,19152,,165,Cleveland Cavaliers
2005,december,7:30p,Washington Wizards,114,Atlanta Hawks,90,Box Score,,7887,,204,Washington Wizards
2005,december,7:30p,Toronto Raptors,89,Boston Celtics,91,Box Score,,15201,,180,Boston Celtics
2005,december,7:30p,Orlando Magic,104,New York Knicks,98,Box Score,,19763,,202,Orlando Magic
2005,december,8:00p,Philadelphia 76ers,86,Memphis Grizzlies,94,Box Score,,16806,,180,Memphis Grizzlies
2005,december,8:00p,Detroit Pistons,77,San Antonio Spurs,80,Box Score,,18797,,157,San Antonio Spurs
2005,december,8:30p,Miami Heat,105,Chicago Bulls,81,Box Score,,18860,,186,Miami Heat
2005,december,9:00p,Minnesota Timberwolves,97,Phoenix Suns,93,Box Score,,16915,,190,Minnesota Timberwolves
2005,december,10:30p,Golden State Warriors,88,Los Angeles Lakers,97,Box Score,,18997,,185,Los Angeles Lakers
2005,december,10:30p,Indiana Pacers,87,Sacramento Kings,113,Box Score,,17317,,200,Sacramento Kings
2005,december,7:00p,New York Knicks,101,Charlotte Bobcats,107,Box Score,,18858,,208,Charlotte Bobcats
2005,december,7:00p,Memphis Grizzlies,91,Orlando Magic,96,Box Score,,14518,,187,Orlando Magic
2005,december,7:30p,Toronto Raptors,97,Cleveland Cavaliers,105,Box Score,,19205,,202,Cleveland Cavaliers
2005,december,7:30p,Atlanta Hawks,88,New Jersey Nets,109,Box Score,,14745,,197,New Jersey Nets
2005,december,8:00p,Detroit Pistons,92,New Orleans Hornets,69,Box Score,,14910,,161,Detroit Pistons
2005,december,8:00p,Chicago Bulls,88,Washington Wizards,95,Box Score,,16332,,183,Washington Wizards
2005,december,8:30p,Utah Jazz,86,Dallas Mavericks,109,Box Score,,19845,,195,Dallas Mavericks
2005,december,8:30p,Philadelphia 76ers,76,Houston Rockets,77,Box Score,,16643,,153,Houston Rockets
2005,december,8:30p,San Antonio Spurs,104,Milwaukee Bucks,83,Box Score,,17812,,187,San Antonio Spurs
2005,december,9:00p,Miami Heat,95,Denver Nuggets,104,Box Score,,18282,,199,Denver Nuggets
2005,december,10:30p,Indiana Pacers,96,Golden State Warriors,104,Box Score,,14747,,200,Golden State Warriors
2005,december,10:30p,Minnesota Timberwolves,107,Los Angeles Clippers,100,Box Score,OT,17587,,207,Minnesota Timberwolves
2005,december,10:30p,Portland Trail Blazers,89,Seattle SuperSonics,99,Box Score,,17072,,188,Seattle SuperSonics
2005,december,9:00p,Phoenix Suns,121,Portland Trail Blazers,99,Box Score,,16128,,220,Phoenix Suns
2005,december,9:00p,Boston Celtics,105,Sacramento Kings,119,Box Score,,17317,,224,Sacramento Kings
2005,december,7:30p,Philadelphia 76ers,92,Atlanta Hawks,96,Box Score,,9173,,188,Atlanta Hawks
2005,december,7:30p,Toronto Raptors,86,New Jersey Nets,88,Box Score,,11227,,174,New Jersey Nets
2005,december,8:30p,San Antonio Spurs,91,Chicago Bulls,75,Box Score,,16353,,166,San Antonio Spurs
2005,december,8:30p,Detroit Pistons,101,Dallas Mavericks,85,Box Score,,19576,,186,Detroit Pistons
2005,december,9:00p,Orlando Magic,102,Denver Nuggets,115,Box Score,,14912,,217,Denver Nuggets
2005,december,9:00p,Miami Heat,100,Utah Jazz,80,Box Score,,18245,,180,Miami Heat
2005,december,10:30p,Boston Celtics,106,Golden State Warriors,110,Box Score,,14038,,216,Golden State Warriors
